      DATE & TIME:      |   STATUS:   |     REF:     |    EQU:     |   NWT:   |        MRN:        | PKG: |   ABS:   |    DAT:    
2023-02-15 12:06:14,240 |         NEW:| GOTC10789400 | TRHU1204749 | 17738.70 | 22SEEAZYO31AVLCK07 | 1155 | 51068658 | 2022-08-02 
2023-02-15 12:06:14,281 |         NEW:| GOTC10789400 | NYKU3682768 | 17738.70 | 22SEEAZY9T35BMYPP8 | 1155 | 51068659 | 2022-08-02 
2023-02-15 12:06:14,322 |         NEW:| GOTC10789400 | TCKU2353538 | 17738.70 | 22SEEAZTD801RC00E8 | 1155 | 51068660 | 2022-08-02 
2023-02-15 12:06:14,356 |         NEW:| GOTC10792500 | AKLU6003232 | 17739.70 | 22SEEAZTDD2Q8WCE67 | 1155 | 51068661 | 2022-08-02 
2023-02-15 12:06:14,396 |         NEW:| GOTC10792500 | NYKU3819212 | 17738.70 | 22SEEAZLKE2UOYA2D1 | 1155 | 51068662 | 2022-08-02 
2023-02-15 12:06:14,438 |         NEW:| GOTC10792500 | TRHU3152393 | 17738.70 | 22SEEAZOEU1IMO0OA5 | 1155 | 51068663 | 2022-08-02 
2023-02-15 12:06:14,473 |         NEW:| GOTC10792500 | TRHU1732284 | 17738.70 | 22SEEAZPK54JP483X6 | 1155 | 51068664 | 2022-08-02 
2023-02-15 12:06:14,517 |         NEW:| GOTC10792500 | KKTU8041821 | 17738.70 | 22SEEAZQL83792EEP7 | 1155 | 51068665 | 2022-08-02 
2023-02-15 12:06:14,551 |         NEW:| GOTC10164500 | GCXU2274528 | 17149.44 | 22SEEABD0P43ZCGIX4 | 1764 | 51068666 | 2022-07-20 
2023-02-15 12:06:14,589 |         NEW:| GOTC10165600 | GCXU2265470 | 17946.60 | 22SEEA85ZD4R1K8BZ0 | 1155 | 51068667 | 2022-07-18 
2023-02-15 12:06:14,631 |         NEW:| GOTC10446800 | CXDU1632420 | 17946.60 | 22SEEARJWP2CPHEOR7 | 1155 | 51068668 | 2022-07-29 
2023-02-15 12:06:14,666 |         NEW:| GOTC10165600 | NYKU3426196 | 17946.60 | 22SEEA878K155ZONK1 | 1155 | 51068669 | 2022-07-18 
2023-02-15 12:06:14,698 |         NEW:| GOTC10446800 | TEMU0839211 | 17946.60 | 22SEEAQT900D0IYEA4 | 1155 | 51068670 | 2022-07-28 
2023-02-15 12:06:14,739 |         NEW:| GOTC10165600 | TCLU7193620 | 17969.70 | 22SEEA9G212CY8OPC4 | 1155 | 51068671 | 2022-07-19 
2023-02-15 12:06:14,780 |         NEW:| GOTC10152900 | TCKU3904677 | 17738.70 | 22SEEAA52N3I9Z0EJ5 | 1155 | 51068672 | 2022-07-19 
2023-02-15 12:06:14,812 |         NEW:| GOTC10152900 | TRHU3418499 | 17738.70 | 22SEEA9SKN0VZ7MHV3 | 1155 | 51068673 | 2022-07-19 
2023-02-15 12:06:14,854 |         NEW:| GOTC10152900 | FCIU2869694 | 17738.70 | 22SEEAAZ2633LOEKX0 | 1155 | 51068674 | 2022-07-20 
2023-02-15 12:06:14,892 |         NEW:| GOTC10152900 | FCGU2241397 | 17738.70 | 22SEEAB1JT5PPPAJW3 | 1155 | 51068675 | 2022-07-20 
2023-02-15 12:06:14,934 |         NEW:| GOTC10152900 | CXDU1585987 | 17738.70 | 22SEEACQ7R1LP3AF33 | 1155 | 51068676 | 2022-07-21 
2023-02-15 12:06:14,974 |         NEW:| GOTC10164500 | NYKU3676343 | 17738.70 | 22SEEABM4W46OK61N9 | 1155 | 51068677 | 2022-07-20 
2023-02-15 12:06:15,005 |         NEW:| GOTC10164500 | CAXU3199707 | 17738.70 | 22SEEAB8RL4HG5I6D7 | 1155 | 51068678 | 2022-07-20 
2023-02-15 12:06:15,048 |         NEW:| GOTC10164501 | NYKU3574995 | 17738.70 | 22SEEARUBL2U59YF50 | 1155 | 51068679 | 2022-07-29 
2023-02-15 12:06:15,088 |         NEW:| GOTC10152900 | TRHU2708786 | 17738.70 | 22SEEA9SK71NA9M1F0 | 1155 | 51068680 | 2022-07-19 
2023-02-15 12:06:15,127 |         NEW:| GOTC10152900 | TEMU3092876 | 17738.70 | 22SEEAA0TR5A53WNP8 | 1155 | 51068681 | 2022-07-19 
2023-02-15 12:06:15,166 |         NEW:| GOTC10797300 | NYKU9735248 | 17738.70 | 22SEEAZJZ020PC63E7 | 1155 | 51068682 | 2022-08-02 
2023-02-15 12:06:15,205 |         NEW:| GOTC10797300 | TCKU1549906 | 17738.70 | 22SEEAZELD14II4M43 | 1155 | 51068683 | 2022-08-02 
2023-02-15 12:06:15,245 |         NEW:| GOTC10797300 | NYKU9745647 | 17738.70 | 22SEEB1DQH182AEPP3 | 1155 | 51068684 | 2022-08-03 
2023-02-15 12:06:15,286 |         NEW:| GOTC10797300 | KKTU8005803 | 17738.70 | 22SEEB1GD54KLVYLA5 | 1155 | 51068685 | 2022-08-03 
2023-02-15 12:06:15,328 |         NEW:| GOTC10165600 | TRHU3962408 | 18015.90 | 22SEEA83JJ5KR089Z9 | 1155 | 51068686 | 2022-07-18 
2023-02-15 12:06:15,376 |         NEW:| GOTC10165600 | KKTU8233742 | 18015.90 | 22SEEA7F5042D6A477 | 1155 | 51068687 | 2022-07-18 
2023-02-15 12:06:15,417 |         NEW:| GOTC10795800 | TTNU1851148 | 17738.70 | 22SEEB0T9P20P7G3S1 | 1155 | 51068688 | 2022-08-03 
2023-02-15 12:06:15,464 |         NEW:| GOTC10795800 | BMOU1523013 | 17738.70 | 22SEEB16W11DR2C120 | 1155 | 51068689 | 2022-08-03 
2023-02-15 12:06:15,512 |         NEW:| GOTC10795800 | TCKU2150459 | 17738.70 | 22SEEB174L37I48LD4 | 1155 | 51068690 | 2022-08-03 
2023-02-15 12:06:15,557 |         NEW:| GOTC10795800 | TCLU3936178 | 17738.70 | 22SEEB19U13CIXYQ42 | 1155 | 51068691 | 2022-08-03 
2023-02-15 12:06:15,593 |         NEW:| GOTC10151800 | NYKU3694250 | 17738.70 | 22SEEAA1RO3G81W5H4 | 1155 | 51068692 | 2022-07-19 
2023-02-15 12:06:15,636 |         NEW:| GOTC10151800 | TRHU2437010 | 17738.70 | 22SEEA9QRR1D9RKKE1 | 1155 | 51068693 | 2022-07-19 
2023-02-15 12:06:15,679 |         NEW:| GOTC10166700 | KKTU8213920 | 17149.44 | 22SEEAB0TD073645U5 | 1764 | 51068694 | 2022-07-20 
2023-02-15 12:06:15,733 |         NEW:| GOTC10166700 | BMOU1515954 | 17946.60 | 22SEEAD3BO3OXZUM88 | 1155 | 51068695 | 2022-07-21 
2023-02-15 12:06:15,781 |         NEW:| GOTC10166700 | TCLU3761151 | 17969.70 | 22SEEADAT83T7VKQJ5 | 1155 | 51068696 | 2022-07-21 
2023-02-15 12:06:15,820 |         NEW:| GOTC10447900 | TRHU2434670 | 18015.90 | 22SEEAKW3V2G3IQBM6 | 1155 | 51068697 | 2022-07-25 
2023-02-15 12:06:15,855 |         NEW:| GOTC10789400 | FCIU5658210 | 17738.70 | 22SEEAZY9Z0TON4L28 | 1155 | 51068698 | 2022-08-02 
2023-02-15 12:06:15,904 |         NEW:|  2GOT004745  | SUDU8613796 | 19602.81 | 22SEEAQ5010O5VU3T9 | 1539 | 51068700 | 2022-07-28 
2023-02-15 12:06:15,935 |         NEW:| GOTC12945700 | GLDU5138626 |  9692.16 | 22SEEDT93B41YFQ7F2 | 1156 | 51068704 | 2022-09-26 
2023-02-15 12:06:15,973 |         NEW:|  2GOT005578  | MRKU8541638 | 18388.00 | 22SEECHMOW0PZOG397 | 1680 | 51068716 | 2022-08-31 
2023-02-15 12:06:16,012 |         NEW:|  2GOT005952  | MRKU8493294 | 16134.51 | 22SEEDPW4Q3CH0I9P8 | 1327 | 51068717 | 2022-09-24 
2023-02-15 12:06:16,050 |         NEW:|  2GOT005379  | MRKU7262710 | 17206.00 | 22SEEC3SQF5NCU0802 | 1080 | 51068720 | 2022-08-24 
2023-02-15 12:06:16,082 |         NEW:|  2GOT006440  | TCLU3351516 | 16375.00 | 22SEEEU2CP2TU5O3S8 | 1225 | 51068729 | 2022-10-16 
2023-02-15 12:06:16,118 |         NEW:|  2GOT006440  | HASU1056696 | 17215.00 | 22SEEEODA84PUNILX2 | 1080 | 51068733 | 2022-10-13 
2023-02-15 12:06:16,154 |         NEW:|  2GOT004552  | SUDU1352108 | 18235.40 | 22SEEADFG24PRL89V9 | 955  | 51068737 | 2022-07-21 
2023-02-15 12:06:16,193 |         NEW:| GOTC11257900 | SEGU1572761 | 16510.60 | 22SEEBUR182IPZK8S9 | 1242 | 51068755 | 2022-08-19 
2023-02-15 12:06:16,229 |         NEW:| GOTC11257900 | TRHU2701082 | 17803.98 | 22SEEBO31N2WVSCHO5 | 1560 | 51068756 | 2022-08-15 
2023-02-15 12:06:16,275 |         NEW:| GOTC11256800 | TGBU3264830 | 18119.33 | 22SEEBPYJN1UPIGIT8 | 1269 | 51068757 | 2022-08-16 
2023-02-15 12:06:16,312 |         NEW:| GOTC10989600 | AMFU3273086 | 17975.47 | 22SEEBCIP05BDRONE9 | 1155 | 51068758 | 2022-08-09 
2023-02-15 12:06:16,354 |         NEW:| GOTC10989600 | TCLU6900266 | 17975.47 | 22SEEBCEGR4KGPU4D4 | 1155 | 51068759 | 2022-08-09 
2023-02-15 12:06:16,395 |         NEW:|  2GOT004435  | LLTU2048547 | 17969.70 | 22SEEA0N4D371B8PT1 | 1155 | 51068772 | 2022-07-14 
2023-02-15 12:06:16,433 |         NEW:|  2GOT004549  | TEMU1066245 | 17969.70 | 22SEEAS5RC04CRWK49 | 1155 | 51068773 | 2022-07-29 
2023-02-15 12:06:16,474 |         NEW:| GOTC09165700 | TCLU4452120 | 19694.03 | 22SEE9BU3C28W6M5E0 | 1200 | 51068805 | 2022-07-01 
2023-02-15 12:06:16,522 |         NEW:| GOTC09161300 | MOFU6819500 | 19277.64 | 22SEE9HMNC1RS4UEM3 | 1502 | 51068808 | 2022-07-04 
2023-02-15 12:06:16,560 |         NEW:| GOTC10112500 | TCLU7818846 | 19584.36 | 22SEEAENRE04Q5UEQ2 | 1196 | 51068809 | 2022-07-22 
2023-02-15 12:06:16,598 |         NEW:| GOTC11252400 | TCLU3705008 | 14472.00 | 22SEEBN7PS2KV8ONP6 | 990  | 51068844 | 2022-08-15 
2023-02-15 12:06:16,635 |         NEW:| GOTC10461500 | KKFU7626123 | 18928.47 | 22SEEAXY7W3XJY6F57 | 1170 | 51068849 | 2022-08-01 
2023-02-15 12:06:16,671 |         NEW:|  2GOT005026  | TCLU5960419 | 19649.21 | 22SEEB2P5D30K8Y1J8 | 1408 | 51068851 | 2022-08-04 
2023-02-15 12:06:16,708 |         NEW:|  2GOT004860  | MRKU2852165 | 19125.36 | 22SEEAZJGI42LJOKH4 | 1128 | 51068852 | 2022-08-02 
2023-02-15 12:06:16,742 |         NEW:|  2GOT004865  | MRSU3837640 | 19589.56 | 22SEEAZKOB1IH2M357 | 1196 | 51068853 | 2022-08-02 
2023-02-15 12:06:16,780 |         NEW:| GOTC11534700 | BMOU1506361 | 15989.08 | 22SEEC0G4W5SW78HM4 | 846  | 51068858 | 2022-08-22 
2023-02-15 12:06:16,810 |         NEW:|  2GOT005951  | MSKU4288713 | 17947.00 | 22SEEDIHUD1V70QK00 | 1155 | 51068861 | 2022-09-20 
2023-02-15 12:06:16,846 |         NEW:|  2GOT005013  | MRSU5572290 | 19657.98 | 22SEEB4PBI15EKUQP0 | 1241 | 51068897 | 2022-08-05 
2023-02-15 12:06:16,886 |         NEW:| 22948322892  | MSMU5334080 | 18742.44 | 22SEEA924D2RF5QML0 | 1219 | 51068899 | 2022-07-19 
2023-02-15 12:06:16,925 |         NEW:| GOTC10464800 | NYKU0760511 | 19138.20 | 22SEEAKW412PAQWKD0 | 1612 | 51068900 | 2022-07-25 
2023-02-15 12:06:16,964 |         NEW:| GOTC10975800 | KKFU1810576 | 18377.67 | 22SEEBAVR50TWFOI15 | 1490 | 51068901 | 2022-08-08 
2023-02-15 12:06:16,994 |         NEW:| GOTC10119500 | TCNU5873190 | 19786.92 | 22SEEABTVV0GKYAIE4 | 1232 | 51068902 | 2022-07-20 
2023-02-15 12:06:17,042 |         NEW:| GOTC10118400 | NYKU8470782 | 19876.36 | 22SEEABZ4A2D3HU1J6 | 1247 | 51068903 | 2022-07-20 
2023-02-15 12:06:17,076 |         NEW:| GOTC10456900 | TRHU8230610 | 19589.56 | 22SEEAXPS733RT8G85 | 1196 | 51068905 | 2022-08-01 
2023-02-15 12:06:17,115 |         NEW:| GOTC10451400 | FSCU8565276 | 18739.75 | 22SEEAXPRN4NXAUCS7 | 1150 | 51068907 | 2022-08-01 
2023-02-15 12:06:17,159 |         NEW:| GOTC10731500 | NYKU8537633 | 19422.42 | 22SEEBAXMQ26XTKOX6 | 1218 | 51068908 | 2022-08-08 
2023-02-15 12:06:17,199 |         NEW:|  2GOT004570  | MRSU5733162 | 19498.00 | 22SEEAO20Z3NRWULC5 | 1630 | 51068910 | 2022-07-27 
2023-02-15 12:06:17,240 |         NEW:|  2GOT004566  | CAAU5537769 | 19738.26 | 22SEEANYT83DMI4RR4 | 1394 | 51068911 | 2022-07-27 
2023-02-15 12:06:17,284 |         NEW:|  2GOT005012  | MSKU0890532 | 19439.51 | 22SEEB2QGQ2JLQM4X0 | 1306 | 51068912 | 2022-08-04 
2023-02-15 12:06:17,323 |         NEW:|  2GOT005368  | MSKU5286417 | 17589.00 | 22SEEC2J3X569TQ5R2 | 1065 | 51068914 | 2022-08-23 
2023-02-15 12:06:17,360 |         NEW:| GOTC11532500 | NYKU3688895 | 19147.20 | 22SEEBUKW31AZZY6P6 | 960  | 51068916 | 2022-08-19 
2023-02-15 12:06:17,401 |         NEW:| GOTC11532500 | BMOU1467563 | 19147.20 | 22SEEBUNJV323FW310 | 960  | 51068917 | 2022-08-19 
2023-02-15 12:06:17,441 |         NEW:| GOTC11261400 | NYKU3518610 | 19147.20 | 22SEEBT0ME3XAVI9V0 | 960  | 51068918 | 2022-08-18 
2023-02-15 12:06:17,481 |         NEW:| GOTC10721400 | GESU5862553 | 18976.69 | 22SEEB1DRA5LSECMB2 | 1362 | 51068948 | 2022-08-03 
2023-02-15 12:06:17,526 |         NEW:| GOTC10968300 | NYKU8542352 | 19793.35 | 22SEEBCBX40ZE7YHU2 | 1443 | 51068950 | 2022-08-09 
2023-02-15 12:06:17,573 |         NEW:|  2GOT005184  | TRHU4545543 | 19233.12 | 22SEEBV15O4ERQOIJ6 | 1279 | 51068951 | 2022-08-19 
2023-02-15 12:06:17,619 |         NEW:| GOTC10158800 | NYKU0769381 | 18911.37 | 22SEEABZ405IGAQ875 | 1084 | 51068952 | 2022-07-20 
2023-02-15 12:06:17,656 |         NEW:|  2GOT005008  | MRSU3679416 | 19589.56 | 22SEEB1MJN3H8TSQJ8 | 1196 | 51068954 | 2022-08-03 
2023-02-15 12:06:17,706 |         NEW:| GOTC10725800 | TRHU6072286 | 19083.05 | 22SEEB1J9A1ENAMJD3 | 1215 | 51068955 | 2022-08-03 
2023-02-15 12:06:17,752 |         NEW:| GOTC10161900 | KKFU7768576 | 19438.87 | 22SEEABSHG2KCUQAZ3 | 1210 | 51068956 | 2022-07-20 
2023-02-15 12:06:17,784 |         NEW:| GOTC10720300 | GAOU6527181 | 19589.56 | 22SEEB1GCZ3Q9DO438 | 1196 | 51068957 | 2022-08-03 
2023-02-15 12:06:17,819 |         NEW:|  2GOT005185  | TCKU1055138 | 16770.18 | 22SEEC0ZA95MENGLH7 | 942  | 51068960 | 2022-08-22 
2023-02-15 12:06:17,855 |         NEW:|  2GOT005185  | MRSU0265182 | 19147.20 | 22SEEC0S8F5XFMA282 | 960  | 51068961 | 2022-08-22 
2023-02-15 12:06:17,888 |         NEW:|  2GOT005021  | MRKU8337481 | 19147.20 | 22SEEAPTET441D8IN1 | 960  | 51068962 | 2022-07-28 
2023-02-15 12:06:17,929 |         NEW:|  2GOT006274  | MAGU2490350 | 16633.00 | 22SEEE6SH04LN7AN91 | 1155 | 51068964 | 2022-10-03 
2023-02-15 12:06:17,968 |         NEW:|  2GOT006279  | MSKU5149163 | 16628.00 | 22SEEE6VCN2GD406Z4 | 1155 | 51068965 | 2022-10-03 
2023-02-15 12:06:18,006 |         NEW:|  2GOT006617  | MSKU3130786 | 16633.00 | 22SEEFD72O0ULN6E28 | 1155 | 51068966 | 2022-10-26 
2023-02-15 12:06:18,047 |         NEW:|  2GOT006921  | MRKU8646285 | 16805.00 | 22SEEG6OTO2KUBWAZ2 | 1773 | 51068967 | 2022-11-11 
2023-02-15 12:06:18,094 |         NEW:|  2GOT006924  | MRKU8760472 | 16952.10 | 22SEEFYTWS3ACQEH35 | 2310 | 51068968 | 2022-11-07 
2023-02-15 12:06:18,139 |         NEW:|  2GOT006780  | MSKU5061149 | 16946.00 | 22SEEFILSG5L9Q46J3 | 2310 | 51068969 | 2022-10-29 
2023-02-15 12:06:18,186 |         NEW:|  2GOT005587  | MSKU3935522 | 16876.00 | 22SEECGW0F2JW166N9 | 2310 | 51068970 | 2022-08-31 
2023-02-15 12:06:18,236 |         NEW:|  2GOT005584  | MSKU4282090 | 16894.00 | 22SEECFZBX45GT6A35 | 2310 | 51068971 | 2022-08-30 
2023-02-15 12:06:18,288 |         NEW:|  2GOT006933  | MSKU4097471 | 14642.00 | 22SEEFYVXB4NH0QM78 | 1990 | 51068972 | 2022-11-07 
2023-02-15 12:06:18,336 |         NEW:|  2GOT006623  | MSKU3840345 | 16623.00 | 22SEEFD72K2KM421Y4 | 1155 | 51068973 | 2022-10-26 
2023-02-15 12:06:18,384 |         NEW:| GOTC10703400 | MOAU5825023 | 17553.90 | 22SEEB3QGT2HPOC078 | 1155 | 51068992 | 2022-08-04 
2023-02-15 12:06:18,429 |         NEW:|  2GOT005869  | TRLU7575597 | 19334.00 | 22SEED4UGI1A4PARI0 | 1101 | 51069011 | 2022-09-13 
2023-02-15 12:06:18,473 |         NEW:|  2GOT006289  | TGHU1109436 | 19145.00 | 22SEEE7LQI3I49QN63 | 960  | 51069026 | 2022-10-04 
2023-02-15 12:06:18,519 |         NEW:|  2GOT005740  | TEMU3211240 | 19188.00 | 22SEECVNF749DDG556 | 960  | 51069027 | 2022-09-08 
2023-02-15 12:06:18,564 |         NEW:|  2GOT005593  | MRKU9820914 | 14073.00 | 22SEECHNNL2K8SM6A3 | 964  | 51069030 | 2022-08-31 
2023-02-15 12:06:18,610 |         NEW:| GOTC10727300 | UETU5334255 | 18928.64 | 22SEEB4PSL1JT7O7Q5 | 1154 | 51069035 | 2022-08-05 
2023-02-15 12:06:18,652 |         NEW:| GOTC10716800 | MOFU6809796 | 19738.11 | 22SEEAX4743XZSGNU5 | 1556 | 51069038 | 2022-08-01 
2023-02-15 12:06:18,692 |         NEW:| GOTC10459500 | TLLU6075831 | 19147.20 | 22SEEAMXFH17QW4M15 | 1920 | 51069039 | 2022-07-26 
2023-02-15 12:06:18,740 |         NEW:| GOTC11547400 | NYKU4307191 | 19366.68 | 22SEEC632L3WRV2MO9 | 1219 | 51069040 | 2022-08-25 
2023-02-15 12:06:18,781 |         NEW:| GOTC11875800 | TRHU2640161 | 17016.00 | 22SEECIHZ4101NUJU1 | 1068 | 51069064 | 2022-09-01 
2023-02-15 12:06:18,822 |         NEW:| GOTC10465900 | CAAU5182632 | 19681.10 | 22SEEAOSUN4GE3IQE5 | 1265 | 51069075 | 2022-07-27 
2023-02-15 12:06:18,863 |         NEW:| GOTC10718300 | TRHU7421021 | 19339.41 | 22SEEAXG9W0KLG8R66 | 1203 | 51069076 | 2022-08-01 
2023-02-15 12:06:18,929 |         NEW:| GOTC10467400 | TCNU5564605 | 19681.10 | 22SEEAOV2N5VJDWD52 | 1265 | 51069077 | 2022-07-27 
2023-02-15 12:06:18,972 |         NEW:|  2GOT005219  | MRKU6885341 | 16174.80 |                    | 958  | 51069117 | 2022-08-22 
2023-02-15 12:06:19,017 |         NEW:|  2GOT005398  | MRKU9331873 | 17172.00 |                    | 1012 | 51069118 | 2022-08-25 
2023-02-15 12:06:19,075 |         NEW:| GOTC11246700 | TCLU8147070 | 19585.55 | 22SEEBHG1K56ICE3A0 | 1214 | 51069142 | 2022-08-12 
2023-02-15 12:06:19,145 |         NEW:|  2GOT006504  | MSKU7741417 | 17899.20 | 22SEEF218I1K7BG1W0 | 1155 | 51069169 | 2022-10-20 
2023-02-15 12:06:19,205 |         NEW:|  2GOT005583  | MRKU8559848 | 17908.00 | 22SEECFY2W3YM4M175 | 1155 | 51069170 | 2022-08-30 
2023-02-15 12:06:19,260 |         NEW:|  2GOT005856  | MRKU7326097 | 14333.00 | 22SEED4W6J3P1XI2C9 | 948  | 51069171 | 2022-09-13 
2023-02-15 12:06:19,318 |         NEW:|  2GOT005853  | TCKU1079994 | 16274.00 | 22SEED35ZD32LBI6S0 | 1728 | 51069172 | 2022-09-12 
2023-02-15 12:06:19,377 |         NEW:|  2GOT005739  | MRKU6955351 | 18005.00 | 22SEECSJRN5JIEELV3 | 1155 | 51069173 | 2022-09-06 
2023-02-15 12:06:19,436 |         NEW:|  2GOT005192  | MSKU3531449 | 17992.80 | 22SEEBPVIW0HJEADA0 | 1155 | 51069174 | 2022-08-16 
2023-02-15 12:06:19,499 |         NEW:|              | TCLU3176183 |     0.00 | 22SEE8XBW03X3ZQBP4 |  59  | 51069178 | 2022-06-23 
2023-02-15 12:06:19,563 |         NEW:| GOTC10729500 | NYKU8508492 | 19589.56 | 22SEEB3F8U3XUZE089 | 1196 | 51069199 | 2022-08-04 
2023-02-15 12:06:19,628 |         NEW:|  2GOT004569  | MSKU9591810 | 21120.24 | 22SEEAO0WL4H9R89C1 | 1056 | 51069200 | 2022-07-27 
2023-02-15 12:06:19,700 |         NEW:|  2GOT005385  | TRLU7645040 | 19284.72 | 22SEEC3TMC3HJ7OCD9 | 1278 | 51069289 | 2022-08-24 
2023-02-15 12:06:19,774 |         NEW:| GOTC10982600 | KKFU7871244 | 19689.62 | 22SEEBC3FE1XT200W2 | 1198 | 51069295 | 2022-08-09 
2023-02-15 12:06:19,836 |         NEW:| GOTC10971400 | TCKU4502707 | 19618.59 | 22SEEBC8XD2RC3GQY1 | 1070 | 51069296 | 2022-08-09 
2023-02-15 12:06:19,889 |         NEW:| GOTC11238800 | GESU5448688 | 19146.84 | 22SEEBQV4F4XC9M1M1 | 1998 | 51069300 | 2022-08-17 
2023-02-15 12:06:19,932 |         NEW:| GOTC10972500 | ONEU0265897 | 19681.10 | 22SEEBCB7L0MVHAML9 | 1265 | 51069303 | 2022-08-09 
2023-02-15 12:06:19,977 |         NEW:| GOTC10728400 | TCNU6721170 | 21144.00 | 22SEEAQPFP27MTA602 | 1056 | 51069304 | 2022-07-28 
2023-02-15 12:06:20,024 |         NEW:| GOTC10460400 | TCLU4521670 | 24668.00 | 22SEEAM5211CBOMED0 | 1232 | 51069305 | 2022-07-26 
2023-02-15 12:06:20,080 |         NEW:| GOTC10457300 | TLLU5573608 | 23959.60 | 22SEEALA524FACEHH2 | 1540 | 51069308 | 2022-07-25 
2023-02-15 12:06:20,137 |         NEW:| GOTC10454700 | FSCU8569820 | 23959.60 | 22SEEAL3H81XJP22Y9 | 1540 | 51069309 | 2022-07-25 
2023-02-15 12:06:20,204 |         NEW:| GOTC10462600 | NYKU8490310 | 23959.60 | 22SEEAM78S1YU320U7 | 1540 | 51069311 | 2022-07-26 
2023-02-15 12:06:20,274 |         NEW:| GOTC10713500 | TRHU6134578 | 23959.60 | 22SEEARRZI5TKJ21L1 | 1540 | 51069312 | 2022-07-29 
2023-02-15 12:06:20,336 |         NEW:| GOTC10722500 | TCLU4219382 | 23959.60 | 22SEEARZ363YVO8NV8 | 1540 | 51069313 | 2022-07-29 
2023-02-15 12:06:20,394 |         NEW:| GOTC10715700 | TGHU5255104 | 23959.60 | 22SEEARV9509G0KCJ4 | 1540 | 51069314 | 2022-07-29 
2023-02-15 12:06:20,450 |         NEW:| GOTC11242300 | GCXU5265242 | 19681.10 | 22SEEBEWS95F61SBY9 | 1265 | 51069317 | 2022-08-10 
2023-02-15 12:06:20,503 |         NEW:| GOTC11244500 | NYKU5817029 | 19681.10 | 22SEEBFS703YAEYBG4 | 1265 | 51069320 | 2022-08-11 
2023-02-15 12:06:20,561 |         NEW:| GOTC11240800 | GAOU6600955 | 19674.56 | 22SEEBPZF70U3M06B2 | 1519 | 51069321 | 2022-08-16 
2023-02-15 12:06:20,618 |         NEW:|  2GOT006250  | CAIU2640734 | 15779.63 | 22SEEEHBGT2W46Q0B7 | 790  | 51069327 | 2022-10-09 
2023-02-15 12:06:20,672 |         NEW:| GOTC10481700 | TCLU7210959 | 17435.76 | 22SEEAM78L1C3IQQZ8 | 1104 | 51069367 | 2022-07-26 
2023-02-15 12:06:20,721 |         NEW:| GOTC10477500 | TRLU9726666 | 16799.49 | 22SEEAM8OY244XMQE5 | 840  | 51069368 | 2022-07-26 
2023-02-15 12:06:20,770 |         NEW:|  2GOT005209  | MSKU3317463 | 16653.00 | 22SEEBRKH94KSNKEE8 | 1155 | 51069369 | 2022-08-17 
2023-02-15 12:06:20,818 |         NEW:|  2GOT005200  | TCLU2432151 | 16653.00 | 22SEEBRGFH3WZ96RL8 | 1155 | 51069370 | 2022-08-17 
2023-02-15 12:06:20,871 |         NEW:|  2GOT005205  | MSKU7754965 | 18147.00 | 22SEEBRKHT4WPWW6Y7 | 920  | 51069371 | 2022-08-17 
2023-02-15 12:06:20,929 |         NEW:|  2GOT005207  | MRKU7339833 | 15955.71 | 22SEEBRKHM2TH48NF0 | 1359 | 51069372 | 2022-08-17 
2023-02-15 12:06:20,980 |         NEW:|  2GOT005208  | TCKU1267775 | 16653.00 | 22SEEBRKHF1TWRQCA1 | 1155 | 51069374 | 2022-08-17 
2023-02-15 12:06:21,051 |         NEW:| GOTC11261400 | FTAU1334450 | 17384.69 | 22SEEBT4TB1E4ZQE11 | 921  | 51069386 | 2022-08-18 
2023-02-15 12:06:21,108 |         NEW:| GOTC12454900 | KKTU7812396 | 17954.00 | 22SEEDI2RL24HQ6Q88 | 1155 | 51069388 | 2022-09-20 
2023-02-15 12:06:21,167 |         NEW:| GOTC13535300 | CRSU1520343 | 14743.00 | 22SEEELKAV0D872GQ1 | 960  | 51069389 | 2022-10-11 
2023-02-15 12:06:21,229 |         NEW:| GOTC11833900 | NYKU9840520 | 13923.00 | 22SEECKYAX3T620AM4 | 991  | 51069390 | 2022-09-02 
2023-02-15 12:06:21,305 |         NEW:| GOTC11243400 | FDCU0639183 | 19712.34 | 22SEEBUWTE3ZTCG033 | 1441 | 51069401 | 2022-08-19 
2023-02-15 12:06:21,378 |         NEW:| GOTC11550500 | UETU5845738 | 19480.17 | 22SEEC65O64KW8G8K4 | 1232 | 51069403 | 2022-08-25 
2023-02-15 12:06:21,438 |         NEW:| GOTC13288800 | FCGU2261372 | 15030.00 | 22SEEE2EOM5AYRY8L0 | 1152 | 51069419 | 2022-10-01 
2023-02-15 12:06:21,494 |         NEW:| GOTC13288800 | MOAU1423197 | 17952.00 | 22SEEE2EOR0Z16I9O7 | 896  | 51069420 | 2022-10-01 
2023-02-15 12:06:21,546 |         NEW:| GOTC11258300 | TGBU3265797 | 14725.56 | 22SEEBNO640J33K202 | 1078 | 51069433 | 2022-08-15 
2023-02-15 12:06:21,623 |         NEW:| GOTC11859300 | UETU4083704 | 19731.62 | 22SEECEQTU3TV1Q7S7 | 1434 | 51069443 | 2022-08-30 
2023-02-15 12:06:21,683 |         NEW:| GOTC10983700 | NYKU8506210 | 19588.52 | 22SEEBC4V934UJOO10 | 1196 | 51069444 | 2022-08-09 
